Start Time (s),End Time (s),Kurtosis D1,Kurtosis D2,Kurtosis D3,Kurtosis A4,Label
642.753196,702.753196,6.660470275014452,2.9228141025908005,0.2525887228523418,-0.9931579970129878,1
643.753196,703.753196,7.937918664961018,2.9901689972688903,0.12623526248575967,-1.052248998169466,1
644.753196,704.753196,9.123171129521957,4.1722095218304736,0.22790443986651487,-1.244229442893912,1
645.753196,705.753196,6.635333631746326,3.393764618305977,0.1989876556118264,-1.0954670008175944,1
646.753196,706.753196,7.563138545563003,3.80861094475501,-0.22620904410927878,-0.9279000217812303,1
647.753196,707.753196,6.503196203373063,4.069674963095388,-0.07136266764879995,-0.9348534409170308,1
648.753196,708.753196,6.385803099614694,2.9583207942215113,0.1525509922670616,-0.939892093581201,1
649.753196,709.753196,7.663339019440613,3.2167657735696036,0.20739997311896863,-1.0679049235578426,1
650.753196,710.753196,7.297945125123169,2.6735221094336836,0.28981764696194867,-1.0118963081980705,1
651.753196,711.753196,6.53587506147268,2.692018905042369,0.15675338818487505,-0.9825305587749793,1
652.753196,712.753196,7.228485450019933,2.930848068284768,-0.007756605247473569,-0.7977851161605232,1
653.753196,713.753196,6.547330364483685,2.551951529090373,0.012394350434981938,-1.0558341652547742,1
654.753196,714.753196,6.409603045882713,3.02838803900136,0.15400632150756666,-1.2217794059228306,1
655.753196,715.753196,6.3721672941312395,2.705573955652614,0.22283471555675938,-0.9576052319968458,1
656.753196,716.753196,7.148309259438905,3.040326010592297,-0.32486546253288084,-1.0419449280047488,1
657.753196,717.753196,6.40296237134808,2.5604283301648643,0.21457887845301027,-0.9351645756535136,1
658.753196,718.753196,6.313369189125877,2.994894677939704,-0.08506556804423315,-0.9477088037095314,1
659.753196,719.753196,6.324038593674034,2.489715054607754,0.13171883956026065,-0.7198262532890873,1
660.753196,720.753196,6.120533389396405,3.1423889257113506,-0.1298224673876449,-0.694037476604616,1
661.753196,721.753196,7.322121015603086,3.001551398945275,0.025233354971858635,-0.659223130535751,1
662.753196,722.753196,6.188490892260614,3.023715896473832,-0.20894974489079265,-0.8994387538787012,1
663.753196,723.753196,7.283497249557641,2.9526090028459127,0.29919949448821104,-0.8253162356882529,1
664.753196,724.753196,6.323765711765418,2.943612731610651,-0.30935781585007405,-0.9357130482005145,1
665.753196,725.753196,7.108775474878399,2.910343738376362,-0.009180826914180429,-0.6523306270765041,1
666.753196,726.753196,7.036772487649078,2.3943763813272687,-0.09717961937264485,-0.9330576645210606,1
667.753196,727.753196,7.118309052825959,2.8894444122470198,0.15794458963657299,-0.6160829996263364,1
668.753196,728.753196,7.016927148975174,2.3443387177026,-0.31770333162982967,-0.5345124056471464,1
669.753196,729.753196,6.87272983846451,2.8893165036777857,-0.17477322751595503,-0.5342196575322609,1
670.753196,730.753196,6.971730116639831,2.4517549859381154,-0.06577326625139879,-0.5892662397427029,1
671.753196,731.753196,6.999967675856487,2.9117541878054816,0.09799527044739431,-0.9542895301423684,1
672.753196,732.753196,6.458613700494746,2.5510109505538763,0.08334021119416635,-0.850520436074556,1
673.753196,733.753196,6.453940776207915,2.850765937766176,-0.26068663653870594,-1.1308166169068046,1
674.753196,734.753196,6.804320013269011,2.247671307796825,-0.15859553053089526,-0.896385495533508,1
675.753196,735.753196,6.301219277820982,2.848953559057076,-0.1242071583313833,-0.3789570399889097,1
676.753196,736.753196,6.688950402328839,2.331177824018461,0.15124720214315346,-0.5492855130821557,1
677.753196,737.753196,7.013667252924366,2.8515410574635762,-0.344734997074601,-0.6447104203526153,1
678.753196,738.753196,7.158492673241808,2.5184156736028678,-0.17890222194511862,-0.792710909275057,1
679.753196,739.753196,7.364278577767871,2.736728908990698,0.08624417259962858,-0.7965127519226018,1
680.753196,740.753196,7.278807192703095,2.473398370685688,-0.02924837530967217,-1.0465143382502378,1
681.753196,741.753196,7.094055420858279,2.7857534312125827,-0.3460593161234402,-0.9038072339555216,1
682.753196,742.753196,6.47286182788609,3.157745796682401,-0.27871258289943013,-0.9103134302174043,1
683.753196,743.753196,6.810485133999631,2.2903946070366192,-0.08773233505314204,-0.9445922857188203,1
684.753196,744.753196,7.261610890387292,2.5157073633260874,-0.17389099066331015,-0.465059953235345,1
685.753196,745.753196,6.520018614674489,2.342444074865102,-0.1716671604606388,-0.6292527910291139,1
686.753196,746.753196,6.244294561940986,3.1211674571496033,-0.16042349003790912,-0.43664414681898256,1
687.753196,747.753196,6.533289690881244,2.2417960788422304,-0.13743914321562167,-0.7431052485532721,1
688.753196,748.753196,6.5232076178008835,3.1447058029478328,0.16991491938948444,-0.9613084823366709,1
689.753196,749.753196,6.410391987129584,2.2338693390115925,-0.2508773689848387,-0.9380444178774661,1
690.753196,750.753196,6.766356925855948,3.1861180320389897,-0.11676941349543402,-1.108822398214768,1
691.753196,751.753196,7.292597961552925,2.6556621422659603,0.07193631985972715,-0.7895805540652416,1
692.753196,752.753196,6.778416681434658,3.0938266283833284,0.2408738546517828,-0.7984700856973679,1
693.753196,753.753196,7.181388766119506,2.450305203321986,0.09841692792036971,-0.8867120224365945,1
694.753196,754.753196,6.610861607313671,3.2330813452640124,-0.08052397322452665,-0.6858279047253739,1
695.753196,755.753196,7.370447350160017,2.5416811103235775,0.023788894553899986,-0.6949964979088414,1
696.753196,756.753196,7.387836657142337,2.6328186737273924,-0.13500125793780793,-0.3113032782603016,1
