Start Time (s),End Time (s),AVG Peak,STD Peak,AVG Trough,STD Trough,MAX Amplitude,Total Power,Label
0.09,10.09,1.4033538411575486,1.386888133111248,-1.290334463628627,1.3607786761393865,36176.282685797036,6315836866.999995,0
1.09,11.09,0.9168062363293028,1.5008859552690579,-1.6877833424794633,0.9771868940053137,41062.224903446586,5973082625.999995,0
2.09,12.09,0.3656930104264396,1.0191309714620456,-1.4841136567237512,0.9347886411460262,46233.81038853795,6014815951.999997,0
3.09,13.09,1.0993649638785068,1.2642732543900146,-1.7836724572404898,0.9467498675027161,45616.21531928026,5705581110.999996,0
4.09,14.09,1.2512195811236149,1.2901587414960862,-1.3517227206697169,1.18689010857022,47581.79973124749,5883104474.999995,0
5.09,15.09,1.8958460902492984,1.0984985191933039,-0.9581648776113781,1.481239276937139,49164.71625746164,6037303673.999997,0
6.09,16.09,1.191563250314165,1.2946029175667917,-1.702031802149199,1.0887777930091482,53212.00710737888,6361504450.999995,0
7.09,17.09,1.7185563920085776,1.4911409522860346,-1.5567800224395805,1.151085520601793,53692.090827676206,6661845195.999995,0
8.09,18.09,1.5004401831099423,1.3082743618206556,-1.493568695249955,1.5144458572895134,53124.658271325025,6878638159.999995,0
9.09,19.09,1.6687051169063316,1.3231433392906302,-1.5882260784850608,1.201808087754775,50291.26427437407,7218895576.999995,0
10.09,20.09,1.5428990412661412,1.1549345963792885,-1.5737758088708935,1.1795537313808384,52475.18589541217,7521521899.999995,0
11.09,21.09,1.8940549114114889,1.2830701572254486,-1.6156523047830433,1.2504808660340447,55725.017528723125,7713638295.999994,0
12.09,22.09,2.5153236896772597,0.6724408191495161,-1.1880944274099734,1.7279855474308703,54502.718691686336,7922089360.999996,0
13.09,23.09,1.5791311148594664,1.1651730108349627,-1.5961834635838001,1.4943265803160994,54793.09320296963,8334468692.999994,0
14.09,24.09,1.9417768394637185,1.1508223739397512,-1.2606521422317063,1.8723586898976432,46599.53687270155,8307455310.999994,0
15.09,25.09,1.7079300641862432,1.0812880898689132,-1.5130845733445815,1.272912842021747,47133.734078876696,8536837365.999993,0
16.09,26.09,1.6158258453704974,1.2937476286182548,-1.7626616642441568,1.4226816163990061,57613.44551829183,8273335437.999996,0
17.09,27.09,2.051738932481411,1.039231489223281,-1.301588840721215,1.7548137938628274,64977.01876202688,8063980692.999998,0
18.09,28.09,1.4046527120817303,1.1378621846755512,-1.6921884962823683,0.940038187052715,64717.295472284684,7740472797.999992,0
