Start Time (s),End Time (s),AVG Peak,STD Peak,AVG Trough,STD Trough,MAX Amplitude,Total Power,Label
1.59,11.59,1.9598320912036926,1.143809642574125,-1.2524072158441395,1.7386411351293338,46022.452581601785,8232555773.999997,0
2.59,12.59,1.4140367224134034,1.1585347645974142,-1.219529187172981,1.1518783811827937,38804.56853297715,8287125317.999996,0
3.59,13.59,2.1636250210821486,1.0275164112470943,-1.3436578471457645,1.547038065315913,49248.27031811773,8051753648.999995,0
4.589999999999999,14.59,1.0400214120665126,1.311781276386311,-1.6285099545638397,1.1342872620175095,60494.08183180031,9023189491.999994,0
5.589999999999999,15.59,1.7230738930423015,1.1346577349763904,-1.303630447014817,1.3161404032343096,64555.826158287215,9396671239.999992,0
6.589999999999999,16.59,1.1465050040104485,1.5468803853325876,-1.4155542436749928,1.5440461812545463,64381.632681362964,9669208443.99999,0
7.589999999999998,17.589999999999996,1.4354378354169457,1.3165876174445468,-1.4226426734098336,1.530710168878321,69227.54181858094,9875120156.0,0
8.589999999999998,18.589999999999996,1.4384720512899112,1.2587755417032431,-1.5522477092195648,1.2880091766344521,70948.46934698908,9692581428.0,0
9.589999999999998,19.589999999999996,1.6624242406004286,1.2381890999187843,-1.1826934750535352,1.4728253149843205,68636.23239470703,9075089720.0,0
10.589999999999998,20.589999999999996,1.908426378592477,1.2031796263198367,-1.0037243628986507,1.5940781700142563,73110.48147456865,9270887250.000002,0
11.589999999999998,21.589999999999996,1.6709736225412084,1.1057019584040335,-1.5739682621062423,1.2740143726202828,71800.7801202518,8918483375.999996,0
12.589999999999998,22.589999999999996,1.6750565231791605,1.239189656354774,-1.602200133339065,1.4374519343315515,75136.89639138886,9623140599.999998,0
13.589999999999996,23.589999999999996,1.7949822160565327,1.2532545825578905,-1.5006704396954973,1.489678074127284,78017.42052473142,10217580858.0,0
14.589999999999996,24.589999999999996,1.6944862747994363,1.3481907134809965,-1.3621353865774428,1.662175318844885,77219.85394520167,10134780722.0,0
15.589999999999996,25.589999999999996,1.529581963085916,1.387888276621569,-1.2678651786872321,1.417763139713555,75873.36672195885,9985185764.000002,0
16.589999999999996,26.589999999999996,1.464143987601505,1.3503058243561183,-1.3190176915130774,1.3478431980801282,80888.69945134502,11059993700.000002,0
17.589999999999996,27.589999999999996,1.4165735208258483,1.49607673181262,-1.3551575445694153,1.3928151411871408,83534.79874057879,11460604884.000002,0
18.589999999999996,28.589999999999996,1.9372309073081733,1.3526970902948972,-1.0460374425387098,1.6921944946032745,85778.14429354388,12110460571.999996,0
19.589999999999996,29.589999999999996,1.0794939092875313,1.5828365364040335,-1.3295407263802024,1.3629825245866434,87526.12749983837,12774948287.999996,0
20.589999999999996,30.589999999999996,1.4609026755689025,1.6134717956154052,-1.6034454160723883,1.4093170537376318,91088.81566371405,13723177828.000004,0
21.589999999999996,31.589999999999996,1.162642022880617,1.5819097855898028,-1.3016194086953206,1.467190373715969,92047.05594398675,13962974940.0,0
22.589999999999996,32.589999999999996,1.4864607098895852,1.3058583767128051,-1.6319388118466494,1.1455775970182347,93736.60653819259,14759272854.000002,0
23.589999999999996,33.589999999999996,1.7846923971401907,1.2399835729196174,-1.5351260532757045,1.3623437008215828,91034.37154713875,14279279013.999996,0
24.589999999999996,34.589999999999996,2.0512530280679777,0.94307823742647,-1.1352325467326554,1.5662840424001678,86087.57840563868,14359232803.999998,0
25.589999999999993,35.58999999999999,1.6075476461671316,1.1354204523784392,-1.4747273283021638,1.2214275144706204,85951.50084605852,14709802906.0,0
26.589999999999993,36.58999999999999,1.593085778563472,1.2516943248269476,-1.738179717857327,1.2058687216479798,83599.62755252441,13992651043.999996,0
27.589999999999993,37.58999999999999,1.6087844418290889,1.1594198152938138,-1.5195701772730503,1.132987873184128,81957.26076649535,13566618552.000002,0
28.589999999999993,38.58999999999999,1.45189350983502,1.1304728373037323,-1.582311357168227,0.9684055335555404,83613.12300825988,13995831596.0,0
29.589999999999993,39.58999999999999,1.419015772743932,1.31443082167505,-1.8431609061369119,1.133349887470571,84482.79909164515,14505284548.0,0
30.589999999999993,40.58999999999999,1.451829874238862,1.3432144765523355,-1.4650961407922787,1.0321441145124273,85465.35516235136,15018116266.000004,0
31.589999999999993,41.58999999999999,1.4069810041089246,1.0345058039954502,-1.7439813378087232,1.1320345260907296,85214.36191447443,15224776675.999998,0
32.589999999999996,42.589999999999996,2.0938128030803362,0.9747604197161648,-1.3078205659072135,1.6937737749343926,72475.22400364828,15050192320.000004,0
33.589999999999996,43.589999999999996,0.7505089632857167,1.3067247344452466,-1.4612756069412027,0.9735935993204352,61452.05044766299,15754481624.0,0
34.589999999999996,44.589999999999996,1.6966322097773094,1.0222092552881141,-1.3245881357502902,1.1154133169448435,61979.08576474376,15795222599.999998,0
35.589999999999996,45.589999999999996,1.6442239900400648,0.9996520052349923,-1.8096014272669934,1.3489791251334178,66769.90705518055,16629850295.999996,0
36.589999999999996,46.589999999999996,1.3737909007989655,1.14960504844331,-1.6546979715401182,0.8431515179533761,61295.15371147897,16405765873.999998,0
37.589999999999996,47.589999999999996,1.584453576680258,1.0626602964826597,-1.4105232644478827,1.236934194605044,71642.03815109021,16458822787.999998,0
38.589999999999996,48.589999999999996,1.9337875064181398,0.9270052976860974,-1.232023413985989,1.6446356264239832,80237.96103519583,15888346285.999998,0
39.589999999999996,49.589999999999996,1.1026796328394133,1.0764845592014092,-1.6050811328832815,0.9993413219067299,76462.54585157336,15292783899.999996,0
