Start Time (s),End Time (s),AVG Peak,STD Peak,AVG Trough,STD Trough,MAX Amplitude,Total Power,Label
2.92,12.92,1.8506179978360713,1.0585347117859312,-1.4683894173553103,1.5931567356542273,98090.2241982009,31443067498.000004,0
3.92,13.92,1.6901323705978637,1.1676846318999365,-1.4853498164581336,1.3515566601406435,83196.02907536941,32104611305.999992,0
4.92,14.92,1.71815114652152,1.169775078525728,-1.7345347291168074,1.2377159943339662,87233.64176957814,32567831719.999996,0
5.92,15.92,1.6228309723306356,1.0949481207530956,-1.369495534588236,1.1916757457649605,88042.30638744406,32847115346.0,0
6.92,16.92,1.784932886683927,1.2328487510177961,-1.6365274792865796,1.263899114391146,93382.20934139969,32312150116.999996,0
7.92,17.92,2.0300935954393573,1.2394913890138688,-1.1197899174131616,1.8763353892285763,107545.03933813595,31209596076.0,0
8.92,18.92,1.666662695566887,1.3240137211067387,-1.5364217013620391,1.3872386889459674,125590.03695693782,31541632413.999992,0
9.92,19.92,1.7597509576343602,1.2707715224021818,-1.5609467712693526,1.356267158217024,133121.23260056195,29949419984.0,0
10.92,20.92,2.102057239628348,0.8852420311352279,-1.2847395466202944,1.6656801106414132,127472.41212997938,29711629475.999996,0
11.92,21.92,1.291048497871457,1.304603966063054,-1.8524845258843374,1.1057416729793383,124363.24467990854,29715423710.0,0
12.92,22.92,1.1884296090554882,1.239921719839214,-1.5008039948148473,1.1378857469955408,104528.962691147,30218244536.000004,0
13.92,23.92,1.1663669605291895,1.227031242520653,-1.4097645333548248,1.0078868825026903,83979.84564085989,29315634026.000004,0
14.92,24.92,1.9445958537877712,1.175965467820409,-1.3815859821534862,1.6555320058324274,100593.53387351606,28406696905.999992,0
15.92,25.92,2.180150858314127,0.7372668006225789,-1.5478794005028573,1.4924481800624523,126194.95506075263,28041176709.0,0
16.92,26.92,1.6021151982960007,1.34636765831376,-1.432607943433292,1.3972444556899741,136881.16677779658,29155432856.000008,0
17.92,27.92,0.5189389678801418,1.3230291507316267,-1.2917013046138053,0.8835991916204369,132938.55111286236,29034345601.999996,0
18.92,28.92,1.4816797852789305,1.485111306052139,-1.4793387615203324,1.3368942464031237,130049.73208659311,28889249678.0,0
19.92,29.92,1.2831473975576346,1.5269494559053995,-1.7496736262972237,1.4103078281725536,112254.07404347927,27991954270.0,0
20.92,30.92,1.0672348330159585,1.3546310422715002,-1.1432900998145006,1.0566784198248897,91134.79690972898,28680023604.0,0
21.92,31.92,0.8808970111109206,1.315352729492473,-1.2799277075965572,1.0149298885078826,102605.06828472654,28600193738.0,0
22.92,32.92,1.1117520140354837,1.2440345238611963,-1.62161517109916,1.113961579209723,121976.68818030285,28003169242.0,0
23.92,33.92,1.4437615995805577,1.5343811297714878,-1.7087274988051746,1.1781280995282728,121849.86045955039,28263987778.000004,0
24.92,34.92,0.8822665662169338,1.3017549011061575,-1.3552228333080518,1.0341129884701157,105892.70070680343,28232805600.0,0
25.92,35.92,1.3811424871928113,1.2459196215591237,-1.7875941917675822,1.1293765066711159,89257.36348303188,28537980670.0,0
26.92,36.92,1.6529695862352038,1.3527774602509388,-1.664101973194532,1.4540562554991658,81466.1928045887,27882195859.999992,0
27.92,37.92,1.6985784392115202,1.589192530056814,-1.7305758629069623,1.5879675436554803,64125.66058065362,27481737347.999996,0
28.92,38.92,1.3351763431800519,1.0956464004389668,-1.4874815510872221,1.2206444925312492,80804.47536098694,27387178796.000004,0
29.92,39.92,1.8437937045982622,1.2812772903419338,-1.544323249878542,1.1955344879229262,81798.70567269807,27105756532.0,0
30.92,40.92,1.2830608192289332,1.8706428730392348,-1.8561460034537138,1.2836633153392962,96664.32696654132,26585343451.999992,0
31.92,41.92,0.8305358587846282,1.426196681562038,-1.2843678372649123,1.2233420154782555,118858.11422722608,26828173744.000004,0
32.92,42.92,2.2063130853117303,1.0823034437017665,-0.992697977220302,1.8439265714729183,125312.81265949832,27243869929.999996,0
33.92,43.92,2.0457884116495095,1.3694900243174029,-1.4420598760131849,1.648948124103634,103496.74595881163,26731764938.0,0
34.92,44.92,2.060475397226117,0.9587027837048353,-1.263646515379024,1.6216319159807036,85223.40009794032,27276373269.999996,0
35.92,45.92,1.559618895963809,1.1463032410230432,-1.388207671741959,1.338166657244307,84742.23140412255,27358583830.0,0
36.92,46.92,1.9339117124851575,1.103014151803392,-1.6969324531486274,1.3382004791341862,82143.64930029673,27044745776.999996,0
37.92,47.92,1.7315394807466231,1.2873442937813844,-1.6029323297853513,1.407033695675153,98736.80147837212,26996952844.000008,0
38.92,48.92,1.5402247223289833,1.3855009594891847,-1.5273045899048174,1.4127558790549688,103161.94756891872,27329241466.000004,0
39.92,49.92,1.0161157679319865,1.4350171207546583,-1.3996005075442308,1.027753201857978,117347.24637141144,28419639173.999996,0
40.92,50.92,1.4614253852937757,1.0809323482275686,-1.171102920448782,1.225767276646989,141383.67606257566,28830855078.000004,0
41.92,51.92,1.9094795422777058,1.2745662686993382,-0.9931765998287407,1.8230998192247259,141678.95324797183,28425511483.999996,0
42.92,52.92,0.9489733173540188,1.5018821620411,-1.6379182321984198,1.1173206624224015,133528.05935521185,27694538865.000004,0
43.92,53.92,1.2723373595513425,1.3627853478927001,-1.2117762954208313,1.241304126912062,136125.5830078447,27985380576.000008,0
44.92,54.92,0.7578696681800671,1.4424287892086654,-1.7638021708915768,1.0066932852696606,130338.47314464627,27362456910.000004,0
45.92,55.92,1.9472948948253697,1.281403037218668,-1.4010788666656397,1.7419954358388436,115889.98960510147,26885549747.000004,0
46.92,56.92,1.9926674721075883,1.0488921815666978,-0.979519900201914,1.5747711980868389,120427.18176508672,26890097030.000004,0
47.92,57.92,1.6549772745490814,1.2417217254440656,-1.4697682834660544,1.439647257338773,121736.4533901837,26874699216.000004,0
48.92,58.92,1.7004601790547746,1.275057876404754,-1.4935172553461107,1.3478123523545904,113369.17539899635,26287744739.000008,0
49.92,59.92,1.5867645071046659,1.3595142895637948,-1.502241934849421,1.3470764427271378,103840.3963218443,25716364562.000004,0
50.92,60.92,1.759434594519193,1.2869651087023288,-1.81737337533385,1.1857550136652588,98446.38227185159,25599645262.0,0
51.92,61.92,1.1922775302048736,1.4699975215533536,-1.4522117594852837,1.2830398919002415,101600.86103456779,25643611040.000004,0
52.92,62.92,1.8025343792130897,0.9279243555674143,-1.4823339587140842,1.3018905281748332,95939.60006285954,26022356835.999996,0
53.92,63.92,1.7343840604263914,1.0975561031996992,-1.4154967766044146,1.3662071362868526,97098.37767190461,26127278673.999996,0
54.92,64.92,1.6428956767537077,1.152877900132047,-1.6036949065774757,1.291228237429624,101254.92347948006,25969409388.000004,0
55.92,65.92,1.0968465237812275,1.2803711667623197,-1.0811216539616082,0.9213972603012973,107883.29362750139,25728929181.999996,0
56.92,66.92,0.9957216702942004,1.4120014726111383,-1.9356131727328638,1.043446187663027,114761.91465824009,25941271523.999996,0
57.92,67.92,1.0245577553333824,1.3078854610923678,-1.467328739857299,1.1065019581751911,98523.98461006937,26345166129.0,0
58.92,68.92,0.8450672398736994,1.3877996959586838,-1.4075350777582951,1.1003359912361832,100230.96313157892,26278621666.000004,0
59.92,69.92,1.6176439612737201,1.3484899242655326,-1.6697229950110677,1.2773437943326844,91815.49144813816,25270959584.0,0
60.92,70.92,1.6678045593576238,1.3969433708070442,-1.2515759563288733,1.688764103527861,84178.76057439002,25030708001.0,0
61.92,71.92,1.543487306457838,1.003938634008044,-0.9502519843436742,1.1718981283951124,91898.03511962746,25032098259.999996,0
62.92,72.92,1.1898691947031725,1.2445987750858127,-1.6744920836375217,1.0671597556211463,98093.59692425819,24413961838.0,0
63.92,73.92,1.6233972287105936,1.157975267853757,-1.6264373396238851,1.1043123942450046,89650.14998170423,23469861757.999992,0
64.92,74.92,1.6684861936393927,1.1378732515348076,-1.53189675100754,1.24841165028375,78470.16247460947,23438715048.000004,0
65.92,75.92,1.8007198131902435,1.2558170114363034,-1.450230675982468,1.5719979426957968,84458.36012143268,23543881337.999996,0
66.92,76.92,0.7639514546510665,1.2458097232289183,-1.3237370808679458,1.0056981376990564,77363.48474586035,22540032410.0,0
67.92,77.92,1.2438855894297924,1.3669298595552823,-1.2156971040864837,1.2591841720567847,98547.79949086819,21773284832.0,0
68.92,78.92,1.526323851172319,1.2865036417824547,-1.33149544896785,1.2743952520859514,112274.04860145133,21426703771.999992,0
69.92,79.92,2.06306741796096,0.9942211419515711,-1.3736121669432007,1.6019325709842052,115800.81580328986,21885977789.0,0
70.92,80.92,1.4120287024803229,1.301315437116789,-1.5330808127697642,1.3331443767171656,113525.54068436772,21893523403.999996,0
71.92,81.92,1.1227771823483328,1.389241751199343,-1.6148911905007655,1.2462521884370144,107452.3422851505,22337182968.0,0
72.92,82.92,1.1157341901996582,1.4630355808229198,-1.4428436651844438,1.1265993278093895,85795.4843271601,23047018079.000004,0
73.92,83.92,1.5865347886762922,1.4383554844893565,-1.631097346983551,1.4434482930122974,71181.16467528378,23494426048.000004,0
74.92,84.92,1.7808832298181152,1.1673385622484427,-1.3580904204585071,1.5164532815056013,82919.1530231163,23817933937.999992,0
75.92,85.92,1.7519572059733322,1.2261487904042334,-1.6691508642713608,1.1785073170557392,96700.97664940408,24809694254.0,0
76.92,86.92,1.9539409458583694,1.173441962664802,-1.3221783357014836,1.6299467358583237,93639.85259691004,25421134025.999992,0
77.92,87.92,1.9293019933346742,1.1426545459904869,-1.6331777897385984,1.4957939356076781,88069.27397848055,25405835524.0,0
78.92,88.92,1.5219454650550293,1.225814014399419,-1.616814912527277,1.2816966433831876,117758.24261495142,26541758205.000004,0
79.92,89.92,1.6098236150663483,1.231894212809265,-1.7431149683390939,0.836896400478631,120770.67914699376,26418306050.000008,0
80.92,90.92,1.4451426221810106,1.38971681106292,-1.6226693648710442,1.0986830849732743,126119.14593732922,26628457938.000008,0
81.92,91.92,1.1641509660367053,1.344491198914667,-1.2955392075284016,1.2373148148875879,110664.98822678484,26141594589.000004,0
82.92,92.92,1.9735537551716353,1.1833190370892066,-1.0107196375745287,1.706372147988511,103387.42708475754,25665565362.0,0
83.92,93.92,1.276083020970828,1.2812911448875848,-1.3852634121933627,1.1954787031023688,90703.524177845,26289120446.000004,0
84.92,94.92,0.9591475036924021,1.2352323806226684,-1.3483828821370512,0.9577778432522263,95049.16867625574,25928965442.000004,0
85.92,95.92,1.8905554426878197,1.3059865983975052,-0.804009567881074,1.7978177341720407,87978.32815467536,25376896768.0,0
86.92,96.92,1.1215230986630174,1.3273220275788444,-1.4671499752562043,1.1237534162297955,91579.2370103649,26095404762.000004,0
87.92,97.92,0.6815786048503168,1.3114439746827036,-1.6054983285221895,1.0603869089514872,91076.02329344128,26682506405.999996,0
88.92,98.92,1.9260621094133066,1.4134158143984996,-1.2501309981344508,1.763544696370737,107004.5033903124,25997027866.000004,0
89.92,99.92,1.324641193712886,1.3018779848435003,-1.517406229260537,1.3759297203622807,118789.9411284415,26531803244.0,0
90.92,100.92,1.3043501528691257,1.269903833185389,-1.5759378723626896,1.2730409850335123,128367.5879843031,26588532897.0,0
91.92,101.92,1.5622575340049027,1.093719399462176,-1.6843719597333444,1.3224189855837738,131686.15958777012,26494444945.999992,0
92.92,102.92,1.8316710274154013,0.8606252882163742,-1.687056063260365,1.120283803496788,132566.6838872473,26815043156.0,0
93.92,103.92,1.2940106637010806,1.3401391989777007,-1.4765229918102256,1.3359458195649931,131944.623154317,26213802814.999992,0
94.92,104.92,1.130212009080496,1.4827622366363011,-1.6318774947521053,1.4218502309498275,128959.20932064677,26794829941.99999,0
95.92,105.92,1.2651108350913438,1.3540516319169253,-1.3792509086129365,1.4590614196732024,130263.1108422319,26539652186.000004,0
96.92,106.92,1.6463339677578532,1.3820795427796262,-1.1122015934295495,1.6219480036447655,134829.38566868188,25935179948.0,0
97.92,107.92,1.8741177584098059,1.0043018700349085,-1.3363399291178744,1.5660545775719228,134686.80598432643,25997071036.000004,0
