Start Time (s),End Time (s),BPM,AVG Interval (s),STD Interval (s),Amplitude,Time V2P (s),Label
0.120252132,60.120252132,98.0,0.6107197422783505,0.11236035706433882,1210.1785714285716,0.48086316177777777,0
1.120252132,61.120252132,98.0,0.6116485448556702,0.11212507926932853,1228.3269428983715,0.4816669768080808,0
2.120252132,62.120252132,98.0,0.6116238722164948,0.1121274220944168,1236.4071325499897,0.4820657920816326,0
3.120252132,63.120252132,98.0,0.6111340473814433,0.11223738053635669,1244.6987219130076,0.48207976875510206,0
4.120252132,64.120252132,98.0,0.611228938,0.11224161895447239,1255.0365306122449,0.4817721194646465,0
5.120252132,65.120252132,99.0,0.6094862806632654,0.1121146143770153,1270.141414141414,0.48137270096969703,0
6.120252132,66.120252132,98.0,0.6091752052783505,0.11290195758239806,1287.704390847248,0.4805767173673469,0
7.120252132,67.120252132,98.0,0.6079342144123712,0.11321543997430251,1302.841836734694,0.4797561628383839,0
8.120252132,68.120252132,99.0,0.6073427151224489,0.11274146778086651,1322.611515151515,0.4800480954242426,0
9.120252132,69.120252132,99.0,0.607452280622449,0.11273856819052523,1338.7733333333333,0.4801460757373741,0
10.120252132,70.120252132,98.0,0.6098875311340205,0.11416803322079877,1352.5510204081634,0.4824915783673473,0
11.120252132,71.120252132,97.0,0.6159423614583334,0.12097330033345789,1362.0747683015725,0.48341146295918397,0
12.120252132,72.120252132,98.0,0.6145343460824741,0.12085745058186968,1373.0470006184291,0.48382400010204096,0
13.120252132,73.120252132,99.0,0.6090869586734694,0.11379506480003279,1382.989898989899,0.4788234330612247,0
14.120252132,74.120252132,99.0,0.6090837060204082,0.11379758413503807,1382.1919191919192,0.4792440544897961,0
15.120252132,75.120252132,99.0,0.609485991122449,0.11358656702650985,1384.166563595135,0.4792415996938777,0
16.120252132,76.120252132,98.0,0.6116574056701031,0.11346595314233969,1387.5,0.48130414639175273,0
17.120252132,77.120252132,98.0,0.6141235508247422,0.11274872943689762,1388.2962339575006,0.4837811949484536,0
18.120252132,78.120252132,97.0,0.61926669625,0.11701733988891125,1389.5197594501717,0.4883961873958334,0
19.120252132,79.120252132,96.0,0.6266281153684211,0.1273349150289484,1389.0736842105262,0.4905767413684212,0
20.120252132,80.120252132,95.0,0.6276689869148937,0.12771196076238822,1384.0031798245614,0.49088547336842137,0
21.120252132,81.120252132,96.0,0.6278946801052633,0.12689488451231654,1379.96875,0.4917349034736846,0
22.120252132,82.120252132,95.0,0.6294672665957447,0.1271794218823112,1382.842105263158,0.4931388203191494,0
23.120252132,83.120252132,95.0,0.6311786149999999,0.12710824991600403,1381.4736842105262,0.4949510906382984,0
24.120252132,84.120252132,95.0,0.6320186371276596,0.12689729842671835,1379.4526315789474,0.49521969221052675,0
25.120252132,85.120252132,95.0,0.6320221018085106,0.12689560849356796,1382.7157894736843,0.4958152463829792,0
26.120252132,86.120252132,95.0,0.6328618526595745,0.12668365070621648,1387.8,0.4962352639361705,0
27.120252132,87.120252132,95.0,0.6332998731914894,0.12649791738559038,1390.3098544232923,0.4966564682978726,0
28.120252132,88.120252132,94.0,0.6349499661290322,0.12643907019387007,1391.6733482642776,0.497078651702128,0
29.120252132,89.120252132,94.0,0.6348404320430108,0.12649928564871732,1391.318477043673,0.4975116578723407,0
30.120252132,90.120252132,95.0,0.6345817434042553,0.12567568901479173,1389.5157894736842,0.49794445606383,0
31.120252132,91.120252132,95.0,0.6350062831914894,0.12549038908810833,1390.048600223964,0.4983833821276597,0
32.120252132,92.12025213199999,94.0,0.6362256132258065,0.12593656013788573,1386.7446808510638,0.4993356245161292,0
33.120252132,93.12025213199999,94.0,0.6362408770967741,0.12593216898291387,1381.2975363941769,0.4987003265957447,0
34.120252132,94.12025213199999,95.0,0.6351051076595744,0.12526159609947005,1380.1324748040315,0.497945105319149,0
35.120252132,95.12025213199999,94.0,0.6345135549462365,0.12614666864812143,1375.5212765957447,0.4977128140860216,0
36.120252132,96.12025213199999,95.0,0.6332992061702127,0.1258852938642461,1369.0315789473684,0.4966793967021279,0
37.120252132,97.12025213199999,95.0,0.6324484981914894,0.1262095994608744,1368.2631578947367,0.4958304768085109,0
38.120252132,98.12025213199999,96.0,0.6291568028421052,0.12065263900694803,1368.5663377192982,0.4943917241052634,0
39.120252132,99.12025213199999,96.0,0.6257894691578947,0.11688652128030526,1365.46875,0.4948170227368423,0
40.120252132,100.12025213199999,97.0,0.6209322264583333,0.10784120714939126,1364.8556701030927,0.4900693066666668,0
41.120252132,101.12025213199999,97.0,0.6210399565625001,0.10720824132620554,1354.5360824742268,0.4880013160824744,0
42.120252132,102.12025213199999,96.0,0.621581168,0.10752408765408698,1346.9270833333335,0.4914339904210527,0
43.120252132,103.12025213199999,97.0,0.6201060061458333,0.10637606691436759,1331.9896907216494,0.48965540093750004,0
44.120252132,104.12025213199999,98.0,0.6153563965979382,0.0964322191144661,1318.8061224489795,0.48450638670103097,0
45.120252132,105.12025213199999,98.0,0.611236920927835,0.08811297358450904,1302.8329476120346,0.4841359837500001,0
46.120252132,106.12025213199999,98.0,0.6094876397938145,0.0874615007743658,1281.3446244477173,0.48152309583333347,0
47.120252132,107.12025213199999,99.0,0.6078564832653062,0.08694226511289521,1270.0988232843904,0.47985407402061886,0
48.120252132,108.12025213199999,98.0,0.6054640181443299,0.08643024221438995,1257.8775510204082,0.4786242340206188,0
49.120252132,109.12025213199999,99.0,0.6037808481632654,0.08575474165206622,1248.3708513708514,0.47531603793814475,0
50.120252132,110.12025213199999,100.0,0.6017220598989899,0.0854810513035012,1245.540303030303,0.47374169734693916,0
51.120252132,111.12025213199999,100.0,0.5996944010101011,0.08506558932216564,1245.6063636363638,0.47170254428571456,0
52.120252132,112.12025213199999,100.0,0.5992856985858587,0.08496755341387065,1246.330202020202,0.4712951284693882,0
53.120252132,113.12025213199999,100.0,0.5996998006060605,0.08506737633587144,1248.1452525252525,0.4721098241836738,0
54.120252132,114.12025213199999,100.0,0.6009176643434344,0.08525328206858979,1251.4175510204082,0.4729454278571432,0
55.120252132,115.12025213199999,99.0,0.602147284387755,0.08556915363497414,1248.2525252525252,0.47335577214285746,0
56.120252132,116.12025213199999,100.0,0.6029222537373737,0.08520679180812236,1248.5320408163266,0.47448184693877593,0
57.120252132,117.12025213199999,99.0,0.6033680273469387,0.08552550200003246,1244.5408163265306,0.4748339989690724,0
58.120252132,118.12025213199999,99.0,0.6040824192857143,0.08591387864215519,1233.9034219748505,0.4751414434020621,0
59.120252132,119.12025213199999,100.0,0.6045504292929293,0.08560596591681731,1226.471224489796,0.4751973654081636,0
60.120252132,120.12025213199999,99.0,0.6041812462244898,0.08596810287888661,1216.4349618635333,0.47431392474226836,0
61.120252132,121.12025213199999,99.0,0.6041848176530612,0.0859680134501377,1216.6139971139971,0.4743257655670106,0
62.120252132,122.12025213199999,100.0,0.6045439675757575,0.08542333052773732,1217.629387755102,0.4743898367346941,0
63.120252132,123.12025213199999,99.0,0.6050086531632652,0.08573341127193736,1217.3347763347763,0.47433480216494855,0
64.120252132,124.120252132,99.0,0.6058149895918367,0.0854937879297526,1216.600700886415,0.47474920072164956,0
65.120252132,125.120252132,98.0,0.6078333729896908,0.08519075256482861,1208.7535240900484,0.47625609604166685,0
66.120252132,126.120252132,98.0,0.6095854546391752,0.08462475278371769,1202.3775510204082,0.4768033887628868,0
67.120252132,127.120252132,99.0,0.6098963316326529,0.08424734045849566,1193.1954597521608,0.4776140543298968,0
68.120252132,128.12025213200002,98.0,0.610824127628866,0.08462283483502403,1185.486955606985,0.4780095052083331,0
69.120252132,129.12025213200002,98.0,0.6104163120618556,0.08342420033635592,1179.5369897959183,0.47799803739583274,0
70.120252132,130.12025213200002,98.0,0.6120610141237113,0.09238554277095362,1176.0713233747106,0.4780157122680407,0
71.120252132,131.12025213200002,98.0,0.612471380927835,0.09206257005682318,1170.0820534399327,0.47788488781249966,0
72.120252132,132.12025213200002,98.0,0.6138203661855669,0.09142111884747262,1165.786766252893,0.4788185995833329,0
73.120252132,133.12025213200002,98.0,0.6141222232989689,0.0911459666509901,1162.4134778911564,0.4787194447916659,0
74.120252132,134.12025213200002,97.0,0.6159408842708333,0.09095988785410788,1163.3487972508592,0.4799684896842097,0
75.120252132,135.12025213200002,97.0,0.6180181231250002,0.09203483456317454,1164.2957474226805,0.4824779598958327,0
76.120252132,136.12025213200002,97.0,0.6192711838541666,0.09312919822998479,1160.541988831615,0.48333794863157836,0
77.120252132,137.12025213200002,98.0,0.6158766628865978,0.08810072714308582,1151.5214822771213,0.4795480705263151,0
78.120252132,138.12025213200002,98.0,0.6153687005154638,0.07865156784429427,1154.7723214285716,0.4816382333333326,0
79.120252132,139.12025213200002,97.0,0.6175977310416667,0.08421012872606548,1152.3673358654369,0.478288394421052,0
80.120252132,140.12025213200002,97.0,0.6217721826041666,0.101590128596478,1152.5604596219932,0.4821762467368413,0
81.120252132,141.12025213200002,96.0,0.622001462736842,0.10209853735555388,1139.59375,0.4796563383157884,0
82.120252132,142.12025213200002,96.0,0.6211495076842105,0.10190007967697055,1144.6979166666665,0.48165210326315666,0
83.120252132,143.12025213200002,97.0,0.6217705660416666,0.10154874921294159,1142.7649484536082,0.48164064684210406,0
84.120252132,144.12025213200002,96.0,0.6224171183157894,0.10196607782957562,1142.1217105263158,0.48209128638297744,0
85.120252132,145.12025213200002,97.0,0.6221903290625002,0.10145834833139723,1141.307107976126,0.48260398610526234,0
86.120252132,146.12025213200002,96.0,0.6224246573684212,0.10196509585294013,1137.0269736842106,0.4826346470212759,0
87.120252132,147.12025213200002,96.0,0.6232627989473685,0.10181974422490792,1133.0304824561404,0.48263522468085013,0
88.120252132,148.12025213200002,97.0,0.6234347096874999,0.1011392078987782,1133.1526858383072,0.48302935652631485,0
89.120252132,149.12025213200002,96.0,0.6249461150526316,0.10134376480368662,1132.4086622807017,0.48432798191489285,0
90.120252132,150.12025213200002,96.0,0.625791434631579,0.10096363921385318,1131.6842105263158,0.4851693128723399,0
91.120252132,151.12025213200002,95.0,0.6255412857446809,0.10146958520421101,1129.4258678611423,0.4846901284946233,0
92.120252132,152.12025213200002,96.0,0.6257957610526316,0.10092355095092212,1129.9722587719298,0.4851762546808508,0
93.120252132,153.12025213200002,96.0,0.6253685047368421,0.10111874007924017,1128.966447368421,0.48516271382978715,0
94.120252132,154.12025213200002,95.0,0.6260659160638299,0.10142813446343941,1127.8631578947368,0.48516059585106397,0
95.120252132,155.12025213200002,96.0,0.6257925037894737,0.10092741659824922,1132.525657894737,0.4860147632978725,0
96.120252132,156.12025213200002,96.0,0.6263193657894737,0.1006715306029324,1139.055153508772,0.4865487932978723,0
97.120252132,157.12025213200002,96.0,0.627462477263158,0.10031840729019283,1140.7437943262412,0.4878284219148935,0
98.120252132,158.12025213200002,95.0,0.6281870347872339,0.10077527606592303,1142.9894736842105,0.4886865996808511,0
99.120252132,159.12025213200002,96.0,0.6291582408421053,0.10038635452778995,1145.403590425532,0.4900620950000002,0
100.120252132,160.12025213200002,95.0,0.6294669244680849,0.10087405456421798,1145.9877939529674,0.4901739225806451,0
101.120252132,161.12025213200002,95.0,0.6303123819148937,0.10062609763779498,1153.621052631579,0.49048976063829786,0
102.120252132,162.12025213200002,95.0,0.6298868574468085,0.10049783714388494,1164.6129899216126,0.4910256440860214,0
103.120252132,163.12025213200002,95.0,0.6303132542553193,0.10028080644864479,1180.6969764837627,0.4918746763440859,0
104.120252132,164.12025213200002,95.0,0.6311745191489362,0.10005614015350651,1193.830235162374,0.49260501914893573,0
105.120252132,165.12025213200002,95.0,0.6316027361702127,0.10000815961235561,1201.2526315789473,0.4934622765957442,0
106.120252132,166.12025213200002,95.0,0.6324493787234042,0.09977615046058005,1208.0332236842105,0.4913221073684208,0
107.120252132,167.12025213200002,94.0,0.6336461451612901,0.0998046852861844,1226.0106382978724,0.4954297032258059,0
108.120252132,168.12025213200002,94.0,0.6349400946236557,0.09931619700446967,1234.008286674132,0.4966363202127651,0
