Time start,Time end,AMI,FNN,Lyapunov,ARE,DFA,Label
642.753196,702.7327485,0.34691324089868303,2.521588946459413,0.19777698114077763,96.95598003646552,0.6008691404547983,1
643.7357409,703.7119186,0.34997882551766324,2.3505012098167994,0.19313887947181255,96.69288456923691,0.6038175092818129,1
644.7174873,704.6975243,0.34685460737605744,2.452504317789292,0.20046077381347516,97.12139922711276,0.5956980617809843,1
645.6970806,705.6766315,0.3500365090928055,2.4541997926028345,0.19742510822438883,97.88575934750682,0.5838458435749425,1
646.6747007,706.6682997,0.34885204542401205,2.5561312607944733,0.2045465084738538,97.95411322235007,0.583330661346359,1
647.6531484,707.6428537,0.3538605910884547,2.4870466321243523,0.20497525121817112,98.65290862201842,0.5763941451986396,1
648.64377,708.6226048,0.358545161237255,2.4196335983408224,0.20255486806037765,98.15725568251062,0.5839877964925295,1
649.6411684,709.6004281,0.36001605153420435,2.4541997926028345,0.20368611474113632,97.24467190937563,0.5794891076742597,1
650.6199982,710.5918159,0.35401243792734416,2.4196335983408224,0.20365367395463796,96.75702256343382,0.5777850261343657,1
651.6026969,711.5720496,0.36945524223349047,2.2797927461139897,0.20838705378506583,97.13767518017119,0.5704451682727969,1
652.5956419,712.5591309,0.36686905403102443,3.3166216737369845,0.20422492242847284,95.28165130382945,0.5783952913612015,1
653.5750151,713.5374982,0.3604005348159953,2.246802627030764,0.20527930745564765,94.47667067966589,0.5762051874847357,1
654.5570822,714.5158656,0.3558894315022165,2.383419689119171,0.20728948485708756,98.11063772133957,0.5671352139447342,1
655.5345221,715.5061119,0.3572924942559075,2.452504317789292,0.2073197923398719,98.37089868667279,0.5565751081967178,1
656.5258663,716.4812579,0.3678880074909898,2.521588946459413,0.20794685148196845,98.25236326343925,0.5570801005299609,1
657.5005209,717.4618042,0.37787138920441965,2.5906735751295336,0.2087356826380057,97.88044149847049,0.5568910334935273,1
658.4860156,718.445025,0.38446975257369775,2.5906735751295336,0.20888568126917684,97.03491621906699,0.5545129518214525,1
659.4638677,719.4228554,0.38244136185112776,2.6252158894645943,0.20916780160538342,97.85110956210268,0.5489195024193292,1
660.4406538,720.4047937,0.3899523598946164,2.6943005181347153,0.20830338797298378,98.18456758990412,0.5493984043823231,1
661.4275329,721.39591,0.3957279069913211,2.6252158894645943,0.20932199342415952,97.88151270253947,0.5483858894568016,1
662.4188502,722.3710792,0.3935997386746415,2.6943005181347153,0.20903299015543247,97.65065975852848,0.5524221646847381,1
663.3970842,723.3611705,0.40494199510397166,2.6943005181347153,0.21000795270156689,98.78309896942777,0.5621858176520453,1
664.3745263,724.3408871,0.412049754187068,2.7979274611398965,0.20918674015363958,97.68059139275717,0.5478910545240548,1
665.3520899,725.3189251,0.42466393372868794,2.970639032815199,0.20815980756845912,96.57951635663608,0.5493002785671656,1
666.3378904,726.3001335,0.42582919812975106,2.901554404145078,0.20760835230173508,95.125727676937,0.5437641748693847,1
667.3298087,727.2899222,0.4421360066280968,3.005181347150259,0.20621652453088765,94.72674276380147,0.5501721130200748,1
668.3028326,728.2641206,0.44778008664191127,2.8670120898100175,0.2074608149754602,95.86006012173544,0.5451985670373697,1
669.2782712,729.2561278,0.45277816213839017,2.832469775474957,0.20638986080061236,95.56887555899287,0.5481778079054629,1
