Time start,Time end,AMI,FNN,Lyapunov,ARE,DFA,Label
0.075852394,59.93062139,0.3644580891756237,4.545454545454546,0.19338469841599332,497.44301128906653,0.2646812461851369,0
0.93007946,60.89014459,0.3583189480801816,47.48923959827834,0.19300525729117882,499.32253146354697,0.2710535521201693,0
1.891085148,61.85097718,0.3592495689960873,47.34576757532281,0.19318743740232552,502.94389857635537,0.269699013191246,0
2.851772547,62.82076263,0.3612249852720679,47.63271162123386,0.19291739644201683,500.3765458653329,0.2849250530140626,0
3.810862303,63.78053451,0.35217047821547176,47.70444763271162,0.19354052633097868,500.00461973642007,0.28489030325687115,0
4.780099869,64.75083113,0.3307270314330917,3.6217303822937628,0.194859645665408,511.77081235166,0.2686539502998964,0
5.740193129,65.7109046,0.33368143176902665,47.13055954088953,0.1920882394653876,515.8879664478254,0.27611858901742303,0
6.710134029,66.67037749,0.3341859323794436,47.13055954088953,0.19225614874382452,522.413796769365,0.2764638368643877,0
7.670686007,67.6407032,0.32614449332069295,3.5211267605633805,0.18985137974812472,525.0927830508143,0.2880728679255221,0
8.640334845,68.60100555,0.3117943629732838,3.5211267605633805,0.18856665165708852,523.9264160479122,0.28884672093433383,0
9.60080266,69.56072998,0.30100609585577454,47.13055954088953,0.18918780753092462,519.0197333515446,0.27050373025009944,0
10.56015348,70.53094244,0.3096693281124767,47.34576757532281,0.18782093400290503,517.1760499185558,0.2694833558300354,0
11.53013253,71.49009013,0.3085787479057074,47.41750358680058,0.18784563972020646,518.4088639191922,0.2656280087761298,0
12.49111319,72.46074057,0.3021676906758204,3.7356321839080464,0.18740856545206525,523.784714318814,0.2870285742740964,0
13.46014237,73.42088318,0.3064398071347174,3.8314176245210727,0.18781057906425677,530.9324815600378,0.27990367417514395,0
14.42063904,74.38102245,0.31736639426147883,4.21455938697318,0.1864250588461415,535.3212546395026,0.26727694107199096,0
15.38064575,75.35039902,0.3035656368788495,4.204753199268739,0.18702331812794787,535.5755931319554,0.2702175481173655,0
16.35088539,76.31074905,0.27734228478732037,3.7356321839080464,0.186479050302994,545.5426590676194,0.265116855341986,0
17.3100934,77.28074908,0.2658112325909703,3.8314176245210727,0.1871107123447328,543.0349996851126,0.2853897430124958,0
18.27033496,78.24115252,0.2549512056902712,4.022988505747127,0.18626585705636184,548.5033441531198,0.2786962285033723,0
19.24018288,79.21096325,0.25804726350008833,4.021937842778794,0.18496397717763408,545.6323496623776,0.2687305527221468,0
20.20014381,80.17071962,0.25945793717092425,48.63701578192253,0.18309311379697774,535.8862400093534,0.2637077367775903,0
21.17041564,81.13016534,0.25719602539728603,49.64131994261119,0.18230398636995224,534.7037675983468,0.2612244485851887,0
22.13038588,82.10036922,0.2409767494728019,50.07173601147776,0.18214366840960244,534.3170771299197,0.280997758782742,0
23.09033632,83.06102085,0.2353810219541761,50.78909612625539,0.18217068379099344,527.6999212898398,0.27467934432777774,0
24.06098843,84.0211525,0.2188957227663626,51.00143061516452,0.18048257255719113,509.1691246163536,0.2682508640435338,0
25.02018619,84.99022365,0.21390938543923887,51.072961373390555,0.1808498893568632,513.2712606860864,0.2635123038429604,0
25.99018717,85.95078444,0.21122205279293027,51.072961373390555,0.18268280142013577,517.1609185591035,0.26480476215460524,0
26.9507463,86.91076827,0.19641312104881514,51.430615164520745,0.18192409141163238,520.6203726411211,0.265113803531925,0
27.91076517,87.88043046,0.2142025168002779,51.645207439198856,0.18108155145076807,519.0515173393107,0.26903421897830526,0
28.88053966,88.84008884,0.21595118519286505,51.85979971387697,0.18061491990825207,523.6940103712469,0.263316958840869,0
29.84049702,89.81016755,0.22594680971792247,5.613126079447324,0.18118482013133538,535.8525619915674,0.25395479622524064,0
30.8106885,90.77011323,0.22446064874742566,4.240631163708087,0.1806402486424823,533.180430606662,0.25743048200527774,0
31.77099824,91.74052119,0.2310273804129599,5.872193436960276,0.18224987116593555,530.933022627777,0.24672419367885803,0
32.73063421,92.70018983,0.21766465353676967,6.0449050086355784,0.18281441455465325,523.9730834546117,0.253637220745207,0
33.70091558,93.66016817,0.20663222483313337,4.339250493096647,0.18203684679899365,520.5783708066854,0.2500043391225844,0
34.66069818,94.63066053,0.20100946120968288,4.844606946983546,0.18519167316705387,554.8193573163592,0.24905790877819922,0
35.63009739,95.59007978,0.18977401245691095,51.645207439198856,0.18162005220282748,535.3123375926455,0.2559484654103162,0
36.59079647,96.5610497,0.17624230099945226,51.645207439198856,0.18240185105365073,545.7138889198445,0.24236079128497098,0
37.56010509,97.52069473,0.16779298455295333,51.430615164520745,0.18226244589466098,552.4066369730339,0.24458208334479362,0
38.52064896,98.48023033,0.17038996532410522,51.50214592274678,0.18380414574233475,556.4466588204203,0.24022033006884144,0
39.48067069,99.45077276,0.16971040052450537,51.430615164520745,0.18456631476626573,570.3891009166492,0.24630650003116178,0
40.45036268,100.4104424,0.17553831124364816,51.716738197424895,0.18630392144678018,584.4960307727554,0.24987409082625262,0
41.41078758,101.380873,0.193416016690108,4.437869822485207,0.18609714667484112,586.9930788799467,0.23663882811270442,0
42.37076259,102.3403134,0.19672094908395987,51.920341394025606,0.18378502586732853,596.426129229224,0.24256711271262793,0
43.34015417,103.3007102,0.18825623522567003,4.339250493096647,0.18803449276451373,582.5353662576894,0.23818517657168722,0
44.30107975,104.270494,0.1849100468385947,4.536489151873767,0.18997764600386455,584.2223607265333,0.2406015456964835,0
45.27021074,105.2308495,0.16675501798339543,4.437869822485207,0.19042297887922188,594.6894015419532,0.2501685006900726,0
46.23075414,106.1908867,0.1676517681027958,4.930966469428008,0.19101904145144227,601.7249822835803,0.2384075122225944,0
47.1902864,107.1602488,0.1682635686857843,4.930966469428008,0.19109040108350323,604.608653709314,0.24230199307444142,0
48.16013503,108.1200869,0.1816332459135248,6.7357512953367875,0.19078495230477832,606.4406258072124,0.23897309164445846,0
49.12094402,109.090795,0.1823376667878005,52.987197724039824,0.18399670390211414,597.9545464129129,0.24746547329122626,0
50.09008646,110.0502748,0.18072967789826766,7.560975609756097,0.18550079037619457,613.7865619845882,0.2517236851317933,0
51.05066729,111.0104272,0.1787436597050629,5.954465849387041,0.1850468890899288,601.4794844290442,0.2372955191192372,0
52.01105309,111.9801655,0.16771009461793085,7.253886010362693,0.18657888057177238,613.0041164789657,0.23301606369664798,0
52.98014355,112.9409781,0.16031315132193757,6.994818652849741,0.1865538508806681,620.2175547071594,0.24427214638481767,0
53.94097948,113.9006324,0.1393195682095918,6.742556917688266,0.18398736527672604,641.8421736481307,0.24933624726714324,0
54.91015077,114.8708229,0.11904571649829254,7.253886010362693,0.1864866993587472,639.8009202547345,0.2609166011717995,0
55.87079597,115.8304834,0.097865425749319,5.9171597633136095,0.1871249599235711,650.4627970802009,0.24265053082687837,0
56.83061504,116.8004539,0.09140771439613449,7.297297297297297,0.18658935100270813,642.5629258286681,0.23484140879981963,0
57.8004961,117.7605534,0.09005527851930317,7.117117117117116,0.18737184640457125,659.2852937778134,0.24949298524232322,0
58.760499,118.7202802,0.08418428646421017,7.167530224525043,0.18912683656932341,665.0983053110184,0.24843375037249185,0
59.73018312,119.6911056,0.07961347438643163,7.4774774774774775,0.19079583153884985,662.145243498949,0.2620316721448081,0
60.69019866,120.6500921,0.07071481868598717,7.4265975820379975,0.19040833674422092,674.0844661871265,0.24372213274013063,0
61.6505475,121.6202884,0.07783246736935556,7.68566493955095,0.19078441297327214,685.3615647395973,0.23444992738351547,0
62.62024379,122.5801802,0.0760024029005919,7.567567567567568,0.19187634412944263,688.6739257937527,0.24848319223189444,0
