Time (real),IR Value raw,IR Value filtered,Time (s),Label
4/22/2025 13:19,116980,10,0.072195292,0
4/22/2025 13:19,117176,193,0.072580099,0
4/22/2025 13:19,117262,261,0.072764397,0
4/22/2025 13:19,117280,262,0.100686789,0
4/22/2025 13:19,117304,268,0.14013958,0
4/22/2025 13:19,117384,326,0.170401573,0
4/22/2025 13:19,117475,391,0.210670948,0
4/22/2025 13:19,117642,523,0.250679731,0
4/22/2025 13:19,117790,630,0.300709724,0
4/22/2025 13:19,117809,608,0.340427399,0
4/22/2025 13:19,117348,138,0.380971909,0
4/22/2025 13:19,116619,-554,0.421001673,0
4/22/2025 13:19,116526,-607,0.460925102,0
4/22/2025 13:19,116822,-291,0.500617027,0
4/22/2025 13:19,117054,-55,0.541046619,0
4/22/2025 13:19,117266,147,0.580397367,0
4/22/2025 13:19,117351,217,0.620425701,0
4/22/2025 13:19,117278,135,0.660602093,0
4/22/2025 13:19,117269,118,0.700375557,0
4/22/2025 13:19,117340,178,0.740581512,0
4/22/2025 13:19,117459,278,0.780733347,0
4/22/2025 13:19,117577,371,0.820508957,0
4/22/2025 13:19,117688,452,0.860790014,0
4/22/2025 13:19,117795,524,0.901020765,0
4/22/2025 13:19,117357,81,0.940693617,0
4/22/2025 13:19,116402,-819,0.981105089,0
4/22/2025 13:19,116172,-984,1.020670891,0
4/22/2025 13:19,116459,-653,1.060263634,0
4/22/2025 13:19,116730,-358,1.101131439,0
4/22/2025 13:19,116942,-137,1.140242815,0
4/22/2025 13:19,117083,4,1.181207418,0
4/22/2025 13:19,117170,85,1.220420599,0
4/22/2025 13:19,117169,79,1.260352373,0
4/22/2025 13:19,117233,134,1.300305367,0
4/22/2025 13:19,117355,240,1.340851545,0
4/22/2025 13:19,117480,342,1.380606651,0
4/22/2025 13:19,117559,395,1.420473814,0
4/22/2025 13:19,117608,416,1.460128307,0
4/22/2025 13:19,117346,145,1.501006365,0
4/22/2025 13:19,116421,-732,1.541143656,0
4/22/2025 13:19,116106,-981,1.580532312,0
4/22/2025 13:19,116415,-630,1.620445967,0
4/22/2025 13:19,116794,-235,1.660248995,0
4/22/2025 13:19,117089,56,1.700770617,0
4/22/2025 13:19,117227,182,1.740555286,0
4/22/2025 13:19,117268,209,1.780714512,0
4/22/2025 13:19,117320,245,1.820534945,0
4/22/2025 13:19,117368,274,1.860994577,0
4/22/2025 13:19,117449,333,1.900099754,0
4/22/2025 13:19,117544,401,1.940416098,0
4/22/2025 13:19,117620,448,2.052605152,0
4/22/2025 13:19,117693,488,2.052771568,0
4/22/2025 13:19,117640,408,2.060878515,0
4/22/2025 13:19,116913,-299,2.100613832,0
4/22/2025 13:19,116221,-929,2.140853405,0
4/22/2025 13:19,116341,-758,2.180815935,0
4/22/2025 13:19,116662,-410,2.22040987,0
4/22/2025 13:19,116906,-156,2.260811329,0
4/22/2025 13:19,117134,68,2.300432444,0
4/22/2025 13:19,117220,144,2.350119591,0
4/22/2025 13:19,117228,143,2.390231371,0
4/22/2025 13:19,117264,168,2.421050549,0
4/22/2025 13:19,117360,247,2.471238375,0
4/22/2025 13:19,117458,324,2.504565954,0
4/22/2025 13:19,117522,363,2.540817261,0
4/22/2025 13:19,117566,382,2.580998182,0
4/22/2025 13:19,117636,424,2.620860338,0
4/22/2025 13:19,117584,349,2.671054602,0
4/22/2025 13:19,116691,-510,2.711037159,0
4/22/2025 13:19,116086,-1046,2.750230551,0
4/22/2025 13:19,116325,-756,2.784976244,0
4/22/2025 13:19,116698,-359,2.830262661,0
4/22/2025 13:19,116971,-81,2.870145321,0
4/22/2025 13:19,117164,105,2.911067009,0
4/22/2025 13:19,117247,177,2.950528622,0
4/22/2025 13:19,117272,189,2.990486145,0
4/22/2025 13:19,117328,230,3.030536652,0
4/22/2025 13:19,117427,308,3.07047677,0
4/22/2025 13:19,117551,405,3.11024785,0
4/22/2025 13:19,117686,506,3.150402069,0
4/22/2025 13:19,117730,516,3.190127134,0
4/22/2025 13:19,117777,528,3.230117559,0
4/22/2025 13:19,117686,410,3.270439625,0
4/22/2025 13:19,116815,-432,3.31089282,0
4/22/2025 13:19,116293,-895,3.350650549,0
4/22/2025 13:19,116561,-588,3.390935421,0
4/22/2025 13:19,116956,-181,3.431075096,0
4/22/2025 13:19,117212,71,3.471066475,0
4/22/2025 13:19,117337,184,3.510537386,0
4/22/2025 13:19,117356,190,3.55056119,0
4/22/2025 13:19,117391,211,3.59090209,0
4/22/2025 13:19,117439,243,3.630678892,0
4/22/2025 13:19,117487,273,3.670481682,0
4/22/2025 13:19,117545,310,3.710967064,0
4/22/2025 13:19,117638,378,3.750102997,0
4/22/2025 13:19,117675,389,3.790984154,0
4/22/2025 13:19,117678,367,3.830676317,0
4/22/2025 13:19,117352,39,3.870630503,0
4/22/2025 13:19,116519,-744,3.912319422,0
4/22/2025 13:19,116424,-787,3.950965881,0
4/22/2025 13:19,116747,-435,3.99033761,0
4/22/2025 13:19,117045,-128,4.030196667,0
4/22/2025 13:19,117301,120,4.070402861,0
4/22/2025 13:19,117396,201,4.110188484,0
4/22/2025 13:19,117401,193,4.15045023,0
4/22/2025 13:19,117435,213,4.19045043,0
4/22/2025 13:19,117526,285,4.230916023,0
4/22/2025 13:19,117623,358,4.270471334,0
4/22/2025 13:19,117694,403,4.310977697,0
4/22/2025 13:19,117776,454,4.350678444,0
4/22/2025 13:19,117837,483,4.390892029,0
4/22/2025 13:19,117699,324,4.430431366,0
4/22/2025 13:19,116748,-588,4.470465183,0
4/22/2025 13:19,116261,-1008,4.510205507,0
4/22/2025 13:19,116561,-664,4.560148239,0
4/22/2025 13:19,116923,-283,4.591063976,0
4/22/2025 13:19,117174,-30,4.640924692,0
4/22/2025 13:19,117355,142,4.670494318,0
4/22/2025 13:19,117421,195,4.710842609,0
4/22/2025 13:19,117409,172,4.760368586,0
4/22/2025 13:19,117435,185,4.79110527,0
4/22/2025 13:19,117489,224,4.840299129,0
4/22/2025 13:19,117564,281,4.880143166,0
4/22/2025 13:19,117636,331,4.910839081,0
4/22/2025 13:19,117640,314,4.950916529,0
4/22/2025 13:19,117644,298,5.000431776,0
4/22/2025 13:19,117191,-145,5.04086113,0
4/22/2025 13:19,116277,-993,5.080842972,0
4/22/2025 13:19,116178,-1024,5.120126486,0
4/22/2025 13:19,116571,-591,5.161027431,0
4/22/2025 13:19,116873,-271,5.200429678,0
4/22/2025 13:19,117091,-50,5.240936041,0
4/22/2025 13:19,117230,84,5.281005859,0
4/22/2025 13:19,117270,116,5.320523024,0
4/22/2025 13:19,117288,126,5.36036849,0
4/22/2025 13:19,117350,176,5.400722027,0
4/22/2025 13:19,117414,225,5.441004038,0
4/22/2025 13:19,117521,311,5.480178118,0
4/22/2025 13:19,117626,390,5.520595312,0
4/22/2025 13:19,117675,412,5.560849428,0
4/22/2025 13:19,117433,159,5.600179911,0
4/22/2025 13:19,116499,-726,5.641078711,0
4/22/2025 13:19,116144,-1014,5.684444904,0
4/22/2025 13:19,116432,-680,5.71516633,0
4/22/2025 13:19,116794,-298,5.765197515,0
4/22/2025 13:19,117105,12,5.79493475,0
4/22/2025 13:19,117300,194,5.845624924,0
4/22/2025 13:19,117322,202,5.875190496,0
4/22/2025 13:19,117334,201,5.921135426,0
4/22/2025 13:19,117391,242,5.960724831,0
4/22/2025 13:19,117509,338,6.000941515,0
4/22/2025 13:19,117564,368,6.041002274,0
4/22/2025 13:19,117636,413,6.080468416,0
4/22/2025 13:19,117726,471,6.120981455,0
4/22/2025 13:19,117674,393,6.160267591,0
4/22/2025 13:19,116898,-359,6.201069593,0
4/22/2025 13:19,116191,-999,6.240916967,0
4/22/2025 13:19,116342,-795,6.280149698,0
4/22/2025 13:19,116710,-401,6.320536852,0
4/22/2025 13:19,116966,-136,6.360533714,0
4/22/2025 13:19,117123,20,6.40016222,0
4/22/2025 13:19,117193,85,6.440703154,0
4/22/2025 13:19,117226,110,6.480942011,0
4/22/2025 13:19,117235,112,6.5205338,0
4/22/2025 13:19,117316,181,6.560500145,0
4/22/2025 13:19,117459,304,6.600121975,0
4/22/2025 13:19,117557,377,6.640341043,0
4/22/2025 13:19,117619,411,6.680742979,0
4/22/2025 13:19,117606,373,6.720290661,0
4/22/2025 13:19,116884,-327,6.760311365,0
4/22/2025 13:19,116153,-992,6.800224304,0
4/22/2025 13:19,116268,-822,6.841183424,0
4/22/2025 13:19,116608,-452,6.880998135,0
4/22/2025 13:19,116885,-164,6.921211958,0
4/22/2025 13:19,117112,59,6.960624933,0
4/22/2025 13:19,117184,123,7.010112286,0
4/22/2025 13:19,117239,167,7.050223827,0
4/22/2025 13:19,117336,248,7.090119123,0
4/22/2025 13:19,117441,331,7.130730867,0
4/22/2025 13:19,117581,441,7.17068696,0
4/22/2025 13:19,117726,550,7.210902452,0
4/22/2025 13:19,117768,555,7.24097681,0
4/22/2025 13:19,117811,560,7.290112257,0
4/22/2025 13:19,117313,58,7.320737839,0
4/22/2025 13:19,116313,-883,7.371207714,0
4/22/2025 13:19,116173,-959,7.410117388,0
4/22/2025 13:19,116490,-602,7.450294495,0
4/22/2025 13:19,116732,-337,7.491258621,0
4/22/2025 13:19,116946,-115,7.5304389,0
4/22/2025 13:19,117122,57,7.570671082,0
4/22/2025 13:19,117172,100,7.610927582,0
4/22/2025 13:19,117181,102,7.650452852,0
4/22/2025 13:19,117235,147,7.690981627,0
4/22/2025 13:19,117358,253,7.730756044,0
4/22/2025 13:19,117466,338,7.770319223,0
4/22/2025 13:19,117550,396,7.810906649,0
4/22/2025 13:19,117637,453,7.850126028,0
4/22/2025 13:19,117539,333,7.890237808,0
4/22/2025 13:19,116554,-612,7.930465698,0
4/22/2025 13:19,115964,-1126,7.970280886,0
4/22/2025 13:19,116191,-843,8.010254622,0
4/22/2025 13:19,116511,-490,8.050241232,0
4/22/2025 13:19,116747,-238,8.090946436,0
4/22/2025 13:19,116967,-17,8.13120842,0
4/22/2025 13:19,117075,85,8.170588255,0
4/22/2025 13:19,117089,93,8.210177183,0
4/22/2025 13:19,117118,114,8.250868559,0
4/22/2025 13:19,117210,193,8.290979624,0
4/22/2025 13:19,117321,285,8.330391407,0
4/22/2025 13:19,117474,411,8.370228291,0
4/22/2025 13:19,117591,495,8.410170078,0
4/22/2025 13:19,117597,470,8.451056719,0
4/22/2025 13:19,117154,25,8.490113258,0
4/22/2025 13:19,116250,-824,8.530629158,0
4/22/2025 13:19,116174,-844,8.570663214,0
4/22/2025 13:19,116508,-478,8.610336065,0
4/22/2025 13:19,116823,-153,8.650560856,0
4/22/2025 13:19,117049,69,8.690111876,0
4/22/2025 13:19,117168,176,8.730768442,0
4/22/2025 13:19,117188,184,8.770694017,0
4/22/2025 13:19,117219,202,8.810310841,0
4/22/2025 13:19,117270,237,8.850961924,0
4/22/2025 13:19,117302,252,8.891338587,0
4/22/2025 13:19,117389,318,8.931008577,0
4/22/2025 13:19,117549,448,8.970527411,0
4/22/2025 13:19,117655,519,9.010288,0
4/22/2025 13:19,117432,278,9.051090479,0
4/22/2025 13:19,116320,-782,9.090130806,0
4/22/2025 13:19,115695,-1319,9.13078928,0
4/22/2025 13:19,115903,-1041,9.170721531,0
4/22/2025 13:19,116288,-615,9.210828066,0
4/22/2025 13:19,116636,-251,9.25124526,0
4/22/2025 13:19,116888,1,9.290100574,0
4/22/2025 13:19,117032,136,9.340578794,0
4/22/2025 13:19,117078,171,9.380717516,0
4/22/2025 13:19,117085,167,9.420244932,0
4/22/2025 13:19,117172,238,9.460376501,0
4/22/2025 13:19,117301,344,9.500526905,0
4/22/2025 13:19,117429,443,9.540314913,0
4/22/2025 13:19,117537,516,9.580212593,0
4/22/2025 13:19,117331,291,9.62069726,0
4/22/2025 13:19,116177,-809,9.651091099,0
4/22/2025 13:19,115586,-1313,9.700242996,0
4/22/2025 13:19,115875,-960,9.730974436,0
4/22/2025 13:19,116340,-464,9.781166315,0
4/22/2025 13:19,116694,-103,9.82063365,0
4/22/2025 13:19,116887,85,9.8604002,0
4/22/2025 13:19,116925,115,9.900331497,0
4/22/2025 13:19,116920,103,9.940150499,0
4/22/2025 13:19,116974,147,9.981360912,0
4/22/2025 13:19,117076,234,10.0207119,0
4/22/2025 13:19,117221,355,10.06041551,0
4/22/2025 13:19,117334,439,10.10048413,0
4/22/2025 13:19,117430,502,10.14080763,0
4/22/2025 13:19,116962,31,10.18100834,0
4/22/2025 13:19,115795,-1065,10.22035193,0
4/22/2025 13:19,115581,-1199,10.26102471,0
4/22/2025 13:19,115961,-767,10.30109811,0
4/22/2025 13:19,116265,-434,10.34082365,0
4/22/2025 13:19,116540,-149,10.3805716,0
4/22/2025 13:19,116717,26,10.42023802,0
4/22/2025 13:19,116739,45,10.46098518,0
4/22/2025 13:19,116725,29,10.50063443,0
4/22/2025 13:19,116811,108,10.54081559,0
4/22/2025 13:19,116967,247,10.58088255,0
4/22/2025 13:19,117132,387,10.62071276,0
4/22/2025 13:19,117284,505,10.66042304,0
4/22/2025 13:19,117410,592,10.70098042,0
4/22/2025 13:19,116865,44,10.74031544,0
4/22/2025 13:19,115529,-1211,10.78094339,0
4/22/2025 13:19,115298,-1352,10.82107496,0
4/22/2025 13:19,115678,-911,10.86048269,0
4/22/2025 13:19,116139,-422,10.90045643,0
4/22/2025 13:19,116439,-115,10.94049692,0
4/22/2025 13:19,116642,83,10.98083735,0
4/22/2025 13:19,116708,140,11.02065158,0
4/22/2025 13:19,116755,175,11.06044126,0
4/22/2025 13:19,116838,242,11.10099578,0
4/22/2025 13:19,117017,395,11.14013362,0
4/22/2025 13:19,117202,543,11.18067622,0
4/22/2025 13:19,117423,717,11.22089195,0
4/22/2025 13:19,117592,830,11.2610476,0
4/22/2025 13:19,117182,394,11.30094624,0
4/22/2025 13:19,115802,-924,11.34083319,0
4/22/2025 13:19,115499,-1151,11.38050699,0
4/22/2025 13:19,115828,-770,11.42049241,0
4/22/2025 13:19,116222,-353,11.46105433,0
4/22/2025 13:19,116558,-16,11.50049353,0
4/22/2025 13:19,116818,229,11.54083943,0
4/22/2025 13:19,116905,296,11.58019423,0
4/22/2025 13:19,116841,218,11.62073493,0
4/22/2025 13:19,116859,221,11.66059399,0
4/22/2025 13:19,117006,345,11.71061039,0
4/22/2025 13:19,117147,456,11.75045037,0
4/22/2025 13:19,117278,550,11.79012918,0
4/22/2025 13:19,117435,663,11.83110976,0
4/22/2025 13:19,117452,638,11.87085581,0
4/22/2025 13:19,116479,-314,11.91097069,0
4/22/2025 13:19,115410,-1297,11.95072579,0
4/22/2025 13:19,115576,-1060,11.99096823,0
4/22/2025 13:19,116047,-552,12.03064966,0
4/22/2025 13:19,116398,-189,12.06107759,0
4/22/2025 13:19,116660,69,12.1110127,0
4/22/2025 13:19,116846,239,12.15051937,0
4/22/2025 13:19,116885,261,12.19011688,0
4/22/2025 13:19,116830,193,12.23048568,0
4/22/2025 13:19,116904,250,12.27031684,0
4/22/2025 13:19,117134,450,12.310642,0
4/22/2025 13:19,117305,582,12.35075569,0
4/22/2025 13:19,117450,682,12.39016008,0
4/22/2025 13:19,117559,741,12.43056154,0
4/22/2025 13:19,117164,325,12.47084308,0
4/22/2025 13:19,116024,-764,12.51017594,0
4/22/2025 13:19,115743,-980,12.55059242,0
4/22/2025 13:19,116146,-541,12.59017754,0
4/22/2025 13:19,116571,-108,12.63054276,0
4/22/2025 13:19,116881,189,12.67076683,0
4/22/2025 13:19,117037,323,12.71046042,0
4/22/2025 13:19,117027,294,12.75046182,0
4/22/2025 13:19,117044,291,12.79086733,0
4/22/2025 13:19,117113,338,12.83021164,0
4/22/2025 13:19,117237,433,12.87076664,0
4/22/2025 13:19,117394,553,12.91083789,0
4/22/2025 13:19,117507,625,12.95012999,0
4/22/2025 13:19,117613,685,12.99068093,0
4/22/2025 13:19,117350,396,13.03066206,0
4/22/2025 13:19,116175,-731,13.07091618,0
4/22/2025 13:19,115644,-1183,13.1102159,0
4/22/2025 13:19,115990,-784,13.15124774,0
4/22/2025 13:19,116359,-389,13.19088864,0
4/22/2025 13:19,116675,-69,13.2307241,0
4/22/2025 13:19,116908,154,13.27090049,0
4/22/2025 13:19,116921,157,13.31065679,0
4/22/2025 13:19,116875,104,13.35020638,0
4/22/2025 13:19,116899,120,13.39057851,0
4/22/2025 13:19,117014,220,13.43030095,0
4/22/2025 13:19,117147,331,13.4704318,0
4/22/2025 13:19,117282,437,13.51051903,0
4/22/2025 13:19,117415,534,13.55019045,0
4/22/2025 13:19,117061,169,13.5908916,0
4/22/2025 13:19,115875,-953,13.63090038,0
