Time (real),IR Value raw,IR Value filtered,Time (s),Label
4/21/2025 1:10,119806,521,0.09,0
4/21/2025 1:10,119944,618,0.13,0
4/21/2025 1:10,120016,647,0.17,0
4/21/2025 1:10,120109,693,0.21,0
4/21/2025 1:10,120171,708,0.25,0
4/21/2025 1:10,120123,619,0.29,0
4/21/2025 1:10,120110,568,0.33,0
4/21/2025 1:10,120195,612,0.37,0
4/21/2025 1:10,120324,695,0.41,0
4/21/2025 1:10,120450,770,0.45,0
4/21/2025 1:10,119971,273,0.49,0
4/21/2025 1:10,118862,-784,0.53,0
4/21/2025 1:10,118683,-903,0.57,0
4/21/2025 1:10,119132,-425,0.61,0
4/21/2025 1:10,119560,2,0.65,0
4/21/2025 1:10,119775,204,0.69,0
4/21/2025 1:10,119935,341,0.73,0
4/21/2025 1:10,119985,367,0.77,0
4/21/2025 1:10,119949,310,0.81,0
4/21/2025 1:10,119958,299,0.85,0
4/21/2025 1:10,119984,305,0.89,0
4/21/2025 1:10,120075,371,0.93,0
4/21/2025 1:10,120208,473,0.97,0
4/21/2025 1:10,120322,550,1.01,0
4/21/2025 1:10,120433,620,1.05,0
4/21/2025 1:10,120499,643,1.09,0
4/21/2025 1:10,120454,561,1.13,0
4/21/2025 1:10,119584,-290,1.17,0
4/21/2025 1:10,118863,-948,1.21,0
4/21/2025 1:10,118996,-764,1.25,0
4/21/2025 1:10,119415,-323,1.29,0
4/21/2025 1:10,119771,31,1.33,0
4/21/2025 1:10,120011,254,1.37,0
4/21/2025 1:10,120096,318,1.41,0
4/21/2025 1:10,120149,348,1.45,0
4/21/2025 1:10,120169,345,1.49,0
4/21/2025 1:10,120230,380,1.53,0
4/21/2025 1:10,120330,450,1.57,0
4/21/2025 1:10,120374,463,1.61,0
4/21/2025 1:10,120403,462,1.65,0
4/21/2025 1:10,120442,469,1.69,0
4/21/2025 1:10,120448,446,1.73,0
4/21/2025 1:10,120483,451,1.77,0
4/21/2025 1:10,120437,379,1.81,0
4/21/2025 1:10,119686,-348,1.85,0
4/21/2025 1:10,119235,-749,1.89,0
4/21/2025 1:10,119644,-319,1.93,0
4/21/2025 1:10,120026,59,1.97,0
4/21/2025 1:10,120237,253,2.01,0
4/21/2025 1:10,120366,358,2.05,0
4/21/2025 1:10,120388,357,2.09,0
4/21/2025 1:10,120379,326,2.13,0
4/21/2025 1:10,120436,359,2.17,0
4/21/2025 1:10,120517,413,2.21,0
4/21/2025 1:10,120598,463,2.25,0
4/21/2025 1:10,120652,484,2.29,0
4/21/2025 1:10,120679,480,2.33,0
4/21/2025 1:10,120678,449,2.37,0
4/21/2025 1:10,120707,448,2.41,0
4/21/2025 1:10,120730,441,2.45,0
4/21/2025 1:10,120268,-19,2.49,0
4/21/2025 1:10,119450,-785,2.53,0
4/21/2025 1:10,119559,-634,2.57,0
4/21/2025 1:10,119976,-203,2.61,0
4/21/2025 1:10,120254,70,2.65,0
4/21/2025 1:10,120454,253,2.69,0
4/21/2025 1:10,120538,316,2.73,0
4/21/2025 1:10,120464,227,2.77,0
4/21/2025 1:10,120453,203,2.81,0
4/21/2025 1:10,120536,268,2.85,0
4/21/2025 1:10,120631,340,2.89,0
4/21/2025 1:10,120740,421,2.93,0
4/21/2025 1:10,120777,430,2.97,0
4/21/2025 1:10,120799,423,3.01,0
4/21/2025 1:10,120847,442,3.05,0
4/21/2025 1:10,120875,441,3.09,0
4/21/2025 1:10,120443,8,3.13,0
4/21/2025 1:10,119549,-830,3.17,0
4/21/2025 1:10,119558,-770,3.21,0
4/21/2025 1:10,119954,-351,3.25,0
4/21/2025 1:10,120273,-30,3.29,0
4/21/2025 1:10,120432,121,3.33,0
4/21/2025 1:10,120479,158,3.37,0
4/21/2025 1:10,120508,175,3.41,0
4/21/2025 1:10,120544,198,3.45,0
4/21/2025 1:10,120607,245,3.49,0
4/21/2025 1:10,120690,307,3.53,0
4/21/2025 1:10,120800,391,3.57,0
4/21/2025 1:10,120883,445,3.61,0
4/21/2025 1:10,120924,455,3.65,0
4/21/2025 1:10,120938,440,3.69,0
4/21/2025 1:10,120966,439,3.73,0
4/21/2025 1:10,120615,82,3.77,0
4/21/2025 1:10,119600,-874,3.81,0
4/21/2025 1:10,119449,-961,3.85,0
4/21/2025 1:10,119818,-555,3.89,0
4/21/2025 1:10,120233,-131,3.93,0
4/21/2025 1:10,120465,94,3.97,0
4/21/2025 1:10,120561,178,4.01,0
4/21/2025 1:10,120615,218,4.05,0
4/21/2025 1:10,120587,178,4.09,0
4/21/2025 1:10,120650,226,4.13,0
4/21/2025 1:10,120766,321,4.17,0
